addr,x,y,null,null.1
60000040:,000bb174,t...,,
60000040:,000c1c48,H...,,
60000040:,000be54c,L...,,
60000040:,000b9cb0,....,,
60000040:,000b8254,T...,,
60000040:,000b65a4,.e..,,
60000040:,000ba9ec,....,,
60000040:,000c5384,.S..,,
60000040:,000cfc0c,....,,
60000040:,000f5a70,pZ..,,
60000040:,000ee184,....,,
60000040:,000d27f4,.'..,,
60000040:,000e1184,....,,
60000040:,000f2a84,.*..,,
60000040:,000df874,t...,,
60000040:,000c387c,|8..,,
60000040:,000cf52c,",...",,
60000040:,000c96c4,....,,
60000040:,000c5a58,XZ..,,
60000040:,000b79e0,.y..,,
60000040:,000d55f8,.U..,,
60000040:,000b6dd8,.m..,,
60000040:,000bb408,....,,
60000040:,000be398,....,,
60000040:,000be01c,....,,
60000040:,000bc9ac,....,,
60000040:,000be6c0,....,,
60000040:,000d6a74,tj..,,
60000040:,00102304,.,,
60000040:,000ffafc,....,,
60000040:,000edc5c,\...,,
60000040:,000c643c,<d..,,
60000040:,000ce530,0...,,
60000040:,000c225c,"\""..",,
60000040:,000e7950,Py..,,
60000040:,000cacd0,....,,
60000040:,000ca0b0,....,,
60000040:,000de924,$...,,
60000040:,000f08b4,....,,
60000040:,000ee9a8,....,,
60000040:,000e1370,p...,,
60000040:,000d6f28,(o..,,
60000040:,000c735c,\s..,,
60000040:,000ce298,....,,
60000040:,000e3770,p7..,,
60000040:,000dc410,....,,
60000040:,000bad74,t...,,
60000040:,000c4d30,0M..,,
60000040:,000cd2b4,....,,
60000040:,000cbe80,....,,
60000040:,000c40a0,.@..,,
60000040:,000c3c90,.<..,,
60000040:,000c7cc8,.|..,,
60000040:,000dea48,H...,,
60000040:,000cc1e8,....,,
60000040:,000d7094,.p..,,
60000040:,000e036c,l...,,
60000040:,000d8378,x...,,
60000040:,000f9be8,....,,
60000040:,000e37e8,.7..,,
60000040:,000caf00,....,,
60000040:,000e2cb4,".,..",,
60000040:,000cecec,....,,
60000040:,000c61d4,.a..,,
60000040:,000c4434,4D..,,
60000040:,000ce5ec,....,,
60000040:,000c4824,$H..,,
60000040:,000cd178,x...,,
60000040:,000c9394,....,,
60000040:,000c1260,`...,,
60000040:,000c1dd8,....,,
60000040:,000cc2b8,....,,
60000040:,000c68b4,.h..,,
60000040:,000c52b8,.R..,,
60000040:,000c3ba4,.;..,,
60000040:,000cdba8,....,,
60000040:,000cfbcc,....,,
60000040:,000d3348,H3..,,
60000040:,000cc9c0,....,,
60000040:,000c8a5c,\...,,
60000040:,000c4b4c,LK..,,
60000040:,000c6338,8c..,,
60000040:,000cbfe8,....,,
60000040:,000c3630,06..,,
60000040:,000cc13c,<...,,
60000040:,000c9444,D...,,
60000040:,000d3570,p5..,,
60000040:,000c8cf8,....,,
60000040:,000c656c,le..,,
60000040:,000c4198,.A..,,
60000040:,000c3494,.4..,,
60000040:,000ca1bc,....,,
60000040:,000c48ec,.H..,,
60000040:,000c6f98,.o..,,
60000040:,000bffcc,....,,
60000040:,000c5ba0,.[..,,
60000040:,000bf394,....,,
60000040:,000c2060,`,..,
60000040:,000c41a4,.A..,,
60000040:,000bf534,4...,,
60000040:,000cb7d8,....,,
60000040:,000c71b4,.q..,,
60000040:,000c36d8,.6..,,
60000040:,000c0b30,0...,,
60000040:,000c1800,....,,
60000040:,000bdd44,D...,,
60000040:,000c8a44,D...,,
60000040:,000d1994,....,,
60000040:,000c4328,(C..,,
60000040:,000c77bc,.w..,,
60000040:,000cc524,$...,,
60000040:,000c00cc,....,,
60000040:,000bf43c,<...,,
60000040:,000c7e78,x~..,,
60000040:,000dbca0,....,,
60000040:,000cdcb0,....,,
60000040:,000d20d8,.,..,
60000040:,000cd224,$...,,
60000040:,000d617c,|a..,,
60000040:,000db5b0,....,,
60000040:,000da828,(...,,
60000040:,000c97ac,....,,
60000040:,000cf7f8,....,,
60000040:,000d293c,<)..,,
60000040:,000c9fb4,....,,
60000040:,000c7588,.u..,,
60000040:,000c7488,.t..,,
60000040:,000c4194,.A..,,
60000040:,000cb868,h...,,
60000040:,000c7450,Pt..,,
60000040:,000c33ec,.3..,,
60000040:,000c8618,....,,
60000040:,000cafe0,....,,
60000040:,000ce5a0,....,,
60000040:,000c4f94,.O..,,
60000040:,000beb60,`...,,
60000040:,000be8d8,....,,
60000040:,000c83a8,....,,
60000040:,000c86e8,....,,
60000040:,000cb338,8...,,
60000040:,000c057c,|...,,
60000040:,000c33a8,.3..,,
60000040:,000c5f64,d_..,,
60000040:,000c82f0,....,,
60000040:,000c4f0c,.O..,,
60000040:,000ca760,`...,,
60000040:,000cbefc,....,,
60000040:,000c9fd4,....,,
60000040:,000cb838,8...,,
60000040:,000cf580,....,,
60000040:,000c4300,.C..,,
60000040:,000ce218,....,,
60000040:,000ccc88,....,,
60000040:,000cf3b4,....,,
60000040:,000d58a4,.X..,,
60000040:,000da848,H...,,
60000040:,000d2090,.,..,
60000040:,000c9344,D...,,
60000040:,000d1af4,....,,
60000040:,000c3cb4,.<..,,
60000040:,000d239c,.,,
60000040:,000cc7e8,....,,
60000040:,000d7250,Pr..,,
60000040:,000cf9a4,....,,
60000040:,000d9958,X...,,
60000040:,000d33c8,.3..,,
60000040:,000ccdd4,....,,
60000040:,000c4938,8I..,,
60000040:,000ced1c,....,,
60000040:,000ce5fc,....,,
60000040:,000c6088,.`..,,
60000040:,000cd5ac,....,,
60000040:,000c8498,....,,
60000040:,000c7e20,~..,,
60000040:,000c7974,ty..,,
60000040:,000c7a2c,",z..",,
60000040:,000c3db0,.=..,,
60000040:,000cec54,T...,,
60000040:,000e1c68,h...,,
60000040:,000cf88c,....,,
60000040:,000e0cd4,....,,
60000040:,000c58d0,.X..,,
60000040:,000c5e50,P^..,,
60000040:,000c0ba0,....,,
60000040:,000cae58,X...,,
60000040:,000cce90,....,,
60000040:,000e2668,h&..,,
60000040:,000edf54,T...,,
60000040:,000ecbec,....,,
60000040:,000d22c4,".""..",,
60000040:,000c6e90,.n..,,
60000040:,000cf714,....,,
60000040:,000d6cb8,.l..,,
60000040:,000c12fc,....,,
60000040:,000c1ccc,....,,
60000040:,000c5f04,._..,,
60000040:,000c9d14,....,,
60000040:,000c9288,....,,
60000040:,000c8898,....,,
60000040:,000c5850,PX..,,
60000040:,000c1eb0,....,,
60000040:,000c4704,.G..,,
60000040:,000c3d14,.=..,,
60000040:,000beb5c,\...,,
60000040:,000c6540,@e..,,
60000040:,000c3804,.8..,,
60000040:,000c2630,0&..,,
60000040:,000c44e4,.D..,,
60000040:,000c6fbc,.o..,,
60000040:,000c392c,",9..",,
60000040:,000c567c,|V..,,
60000040:,000cca90,....,,
60000040:,000c9748,H...,,
60000040:,000c2898,.(..,,
60000040:,000c2998,.)..,,
60000040:,000c91e8,....,,
60000040:,000c50dc,.P..,,
60000040:,000c49e8,.I..,,
60000040:,000c5a90,.Z..,,
60000040:,000c1254,T...,,
60000040:,000c40d8,.@..,,
60000040:,000c28f4,.(..,,
60000040:,000c59e4,.Y..,,
60000040:,000c5490,.T..,,
60000040:,000c5b04,.[..,,
60000040:,000c7b54,T{..,,
60000040:,000c43bc,.C..,,
60000040:,000c175c,\...,,
60000040:,000c4aac,.J..,,
60000040:,000c9dd0,....,,
60000040:,000c941c,....,,
60000040:,000c4a08,.J..,,
60000040:,000cacc8,....,,
60000040:,000c5240,@R..,,
60000040:,000c5788,.W..,,
60000040:,000c90c8,....,,
60000040:,000c489c,.H..,,
60000040:,000c55f0,.U..,,
60000040:,000ca980,....,,
60000040:,000c9b5c,\...,,
60000040:,000c3bd8,.;..,,
60000040:,000cdbe4,....,,
60000040:,000c5c40,@\..,,
60000040:,000d159c,....,,
60000040:,000d1284,....,,
60000040:,000c8930,0...,,
60000040:,000d5ddc,.]..,,
60000040:,000cb9d4,....,,
60000040:,000ca9f4,....,,
60000040:,000d0970,p...,,
60000040:,000c7c20,|..,,
60000040:,000c8b98,....,,
60000040:,000c20c8,.,..,
60000040:,000c5c60,`\..,,
60000040:,000c3fe4,.?..,,
60000040:,000c30c4,.0..,,
60000040:,000cada0,....,,
60000040:,000c9b60,`...,,
60000040:,000c1164,d...,,
60000040:,000bfc30,0...,,
60000040:,000c0d10,....,,
60000040:,000bf6a8,....,,
60000040:,000c59b8,.Y..,,
60000040:,000c66a0,.f..,,
60000040:,000c6f74,to..,,
60000040:,000c8f88,....,,
60000040:,000c5a30,0Z..,,
60000040:,000cba10,....,,
60000040:,000c6f94,.o..,,
60000040:,000c297c,|)..,,
60000040:,000c2258,"X""..",,
60000040:,000c7028,(p..,,
60000040:,000cab40,@...,,
60000040:,000c767c,|v..,,
60000040:,000c79bc,.y..,,
60000040:,000c7404,.t..,,
60000040:,000cbdd8,....,,
60000040:,000c7f20,...,,
60000040:,000caff8,....,,
60000040:,000cc0f4,....,,
60000040:,000c6628,(f..,,
60000040:,000ccc90,....,,
60000040:,000c8488,....,,
60000040:,000cca24,$...,,
60000040:,000c61bc,.a..,,
60000040:,000c7544,Du..,,
60000040:,000c6740,@g..,,
60000040:,000cbc68,h...,,
60000040:,000c7024,$p..,,
60000040:,000ca580,....,,
60000040:,000c97c4,....,,
60000040:,000c65b4,.e..,,
60000040:,000c8bcc,....,,
60000040:,000c760c,.v..,,
60000040:,000cc6ac,....,,
60000040:,000c1ba8,....,,
60000040:,000cb514,....,,
60000040:,000c9c48,H...,,
60000040:,000d03a0,....,,
60000040:,000d135c,\...,,
60000040:,000ca628,(...,,
60000040:,000c589c,.X..,,
60000040:,000cae80,....,,
60000040:,000cb8bc,....,,
60000040:,000c70dc,.p..,,
60000040:,000cb398,....,,
60000040:,000c54cc,.T..,,
60000040:,000c9458,X...,,
60000040:,000c865c,\...,,
60000040:,000c34dc,.4..,,
60000040:,000cb0b0,....,,
60000040:,000cf0ac,....,,
60000040:,000cda2c,",...",,
60000040:,000c474c,LG..,,
60000040:,000c6bfc,.k..,,
60000040:,000ce330,0...,,
60000040:,000c8940,@...,,
60000040:,000c85f8,....,,
60000040:,000cc884,....,,
60000040:,000cd1ec,....,,
60000040:,000cf9f0,....,,
60000040:,000ce420,...,,
60000040:,000c459c,.E..,,
60000040:,000c67f8,.g..,,
60000040:,000c8bb4,....,,
60000040:,000c7a04,.z..,,
60000040:,000c4914,.I..,,
60000040:,000ca0c0,....,,
60000040:,000c5580,.U..,,
60000040:,000c40ac,.@..,,
60000040:,000c885c,\...,,
60000040:,000c4b10,.K..,,
60000040:,000cab90,....,,
60000040:,000d3450,P4..,,
60000040:,000c7da4,.}..,,
60000040:,000cdcd8,....,,
60000040:,000c7c48,H|..,,
60000040:,000ca364,d...,,
60000040:,000cde90,....,,
60000040:,000c9ee4,....,,
60000040:,000c1e10,....,,
60000040:,000c770c,.w..,,
60000040:,000c3b9c,.;..,,
60000040:,000c2ea0,....,,
60000040:,000d1f8c,....,,
60000040:,000d2098,.,..,
60000040:,000cbaf0,....,,
60000040:,000c6824,$h..,,
60000040:,000d4d90,.M..,,
60000040:,000d3c5c,\<..,,
60000040:,000d3800,.8..,,
60000040:,000ce2b8,....,,
60000040:,000cf24c,L...,,
60000040:,000d17d8,....,,
60000040:,000d05c4,....,,
60000040:,000d52b8,.R..,,
60000040:,000c4b5c,\K..,,
60000040:,000c9a90,....,,
60000040:,000c6d1c,.m..,,
60000040:,000c667c,|f..,,
60000040:,000ca59c,....,,
60000040:,000c3a88,.:..,,
60000040:,000ccc24,$...,,
60000040:,000cbb78,x...,,
60000040:,000c8ce8,....,,
60000040:,000c7910,.y..,,
60000040:,000cf7c4,....,,
60000040:,000ca328,(...,,
60000040:,000c801c,....,,
60000040:,000ca27c,|...,,
60000040:,000c59b8,.Y..,,
60000040:,000c32e4,.2..,,
60000040:,000d7d34,4}..,,
60000040:,000d7df4,.}..,,
60000040:,000d6980,.i..,,
60000040:,000e1d98,....,,
60000040:,000ee980,....,,
60000040:,000e4154,TA..,,
60000040:,000d15c0,....,,
60000040:,000d5280,.R..,,
60000040:,000e3b58,X;..,,
60000040:,000e66f0,.f..,,
60000040:,000e94b0,....,,
60000040:,000f18dc,....,,
60000040:,000ebba4,....,,
60000040:,000edafc,....,,
60000040:,000e98c4,....,,
60000040:,000e296c,l)..,,
60000040:,000dc46c,l...,,
60000040:,000dbcf8,....,,
60000040:,000d82e4,....,,
60000040:,000d9ae8,....,,
60000040:,000da1e8,....,,
60000040:,000de918,....,,
60000040:,000d08bc,....,,
60000040:,000e1aa0,....,,
60000040:,000d5f9c,._..,,
60000040:,000d6d54,Tm..,,
60000040:,000daee8,....,,
60000040:,000cd8ac,....,,
60000040:,000d8580,....,,
60000040:,000d4130,0A..,,
60000040:,000cec60,`...,,
60000040:,000d7efc,.~..,,
60000040:,000d46d0,.F..,,
60000040:,000d7b94,.{..,,
60000040:,000d4a28,(J..,,
60000040:,000dd4cc,....,,
60000040:,000ddbc0,....,,
60000040:,000e0158,X...,,
60000040:,000c6b34,4k..,,
60000040:,000cb218,....,,
60000040:,000cc734,4...,,
60000040:,000ce1c0,....,,
60000040:,000d04f8,....,,
60000040:,000cf8e0,....,,
60000040:,000cce04,....,,
60000040:,000ca6e8,....,,
60000040:,000c5ac0,.Z..,,
60000040:,000ce928,(...,,
60000040:,000cf018,....,,
60000040:,000cfb54,T...,,
60000040:,000cc688,....,,
60000040:,000ce6e8,....,,
60000040:,000cdcb4,....,,
60000040:,000c9e6c,l...,,
60000040:,000cce9c,....,,
60000040:,000cbaa0,....,,
60000040:,000d3878,x8..,,
60000040:,000ca71c,....,,
60000040:,000d0378,x...,,
60000040:,000ce63c,<...,,
60000040:,000cb64c,L...,,
60000040:,000cf0ac,....,,
60000040:,000d3098,.0..,,
60000040:,000d1660,`...,,
60000040:,000d027c,|...,,
60000040:,000cb3b4,....,,
60000040:,000d0738,8...,,
60000040:,000d105c,\...,,
60000040:,000c9700,....,,
60000040:,000cd160,`...,,
60000040:,000c9524,$...,,
60000040:,000c70ec,.p..,,
60000040:,000cb2a8,....,,
60000040:,000cf1a0,....,,
60000040:,000d2668,h&..,,
60000040:,000d3e44,D>..,,
60000040:,000d48f0,.H..,,
60000040:,000daec8,....,,
60000040:,000d4940,@I..,,
60000040:,000d121c,....,,
60000040:,000d0a5c,\...,,
60000040:,000d3268,h2..,,
60000040:,000c7294,.r..,,
60000040:,000cbaf8,....,,
60000040:,000d86b8,....,,
60000040:,000d8050,P...,,
60000040:,000cf3e8,....,,
60000040:,000d20a4,.,..,
60000040:,000d7198,.q..,,
60000040:,000e0fe0,....,,
60000040:,000d7d24,$}..,,
60000040:,000d29e4,.)..,,
60000040:,000d21c0,.!..,,
60000040:,000d7b70,p{..,,
60000040:,000d0738,8...,,
60000040:,000c89e0,....,,
60000040:,000c1494,....,,
60000040:,000c012c,",...",,
60000040:,000c761c,.v..,,
60000040:,000cce84,....,,
60000040:,000c68e4,.h..,,
60000040:,000c3ab4,.:..,,
60000040:,000c551c,.U..,,
60000040:,000c8988,....,,
60000040:,000c4a70,pJ..,,
60000040:,000c2224,"$""..",,
60000040:,000c0f7c,|...,,
60000040:,000c1f8c,....,,
60000040:,000c3da4,.=..,,
60000040:,000c33fc,.3..,,
60000040:,000c3290,.2..,,
60000040:,000c2b08,.+..,,
60000040:,000c30d8,.0..,,
60000040:,000c2350,P,,
60000040:,000c1340,@...,,
60000040:,000be69c,....,,
60000040:,000c2dec,.-..,,
60000040:,000c2654,T&..,,
60000040:,000c26ec,.&..,,
60000040:,000c17e4,....,,
60000040:,000bf29c,....,,
60000040:,000c4918,.I..,,
60000040:,000c2104,.!..,,
60000040:,000c32a4,.2..,,
60000040:,000c37e4,.7..,,
60000040:,000c6cc4,.l..,,
60000040:,000c3690,.6..,,
60000040:,000cfc78,x...,,
60000040:,000c717c,|q..,,
60000040:,000ce2a4,....,,
60000040:,000c9e40,@...,,
60000040:,000c5e40,@^..,,
60000040:,000cc4ec,....,,
60000040:,000c4808,.H..,,
60000040:,000c1790,....,,
60000040:,000c26a8,.&..,,
60000040:,000c5454,TT..,,
60000040:,000c5a08,.Z..,,
60000040:,000c373c,<7..,,
60000040:,000c5ac0,.Z..,,
60000040:,000c788c,.x..,,
60000040:,000c434c,LC..,,
60000040:,000c7214,.r..,,
60000040:,000c6f78,xo..,,
60000040:,000c4be4,.K..,,
60000040:,000c5298,.R..,,
60000040:,000cffac,....,,
60000040:,000cc1a4,....,,
60000040:,000d0418,....,,
60000040:,000d2548,H%..,,
60000040:,000c7f28,(...,,
60000040:,000c2c54,"T,..",,
60000040:,000ca6cc,....,,
60000040:,000cccd0,....,,
60000040:,000c5f10,._..,,
60000040:,000ca8ec,....,,
60000040:,000d0d40,@...,,
60000040:,000c32bc,.2..,,
60000040:,000c2aac,.*..,,
60000040:,000bdccc,....,,
60000040:,000c1050,P...,,
60000040:,000c52c0,.R..,,
60000040:,000c3714,.7..,,
60000040:,000c362c,",6..",,
60000040:,000c6e48,Hn..,,
60000040:,000c6664,df..,,
60000040:,000c5ea0,.^..,,
60000040:,000c46d0,.F..,,
60000040:,000ca958,X...,,
60000040:,000c9404,....,,
60000040:,000c2ddc,.-..,,
60000040:,000c4110,.A..,,
60000040:,000c3854,T8..,,
60000040:,000c3c18,.<..,,
60000040:,000c3334,43..,,
60000040:,000c2ea4,....,,
60000040:,000c46b8,.F..,,
60000040:,000c094c,L...,,
60000040:,000c18b0,....,,
60000040:,000c5e40,@^..,,
60000040:,000c3538,85..,,
60000040:,000c2d40,@-..,,
60000040:,000c43e0,.C..,,
60000040:,000c4628,(F..,,
60000040:,000c03cc,....,,
60000040:,000c3620,6..,,
60000040:,000c5178,xQ..,,
60000040:,000c0c90,....,,
60000040:,000c2628,(&..,,
60000040:,000c3100,.1..,,
60000040:,000bfc48,H...,,
60000040:,000c2e94,....,,
60000040:,000c0a70,p...,,
60000040:,000c3e48,H>..,,
60000040:,000c5b14,.[..,,
60000040:,000c3088,.0..,,
60000040:,000bfc14,....,,
60000040:,000c116c,l...,,
60000040:,000becb0,....,,
60000040:,000bb32c,",...",,
60000040:,000be82c,",...",,
60000040:,000c3ff0,.?..,,
60000040:,000c47ac,.G..,,
60000040:,000c1adc,....,,
60000040:,000c4df0,.M..,,
60000040:,000c0120,...,,
60000040:,000bac7c,|...,,
60000040:,000c2104,.!..,,
60000040:,000c21dc,.!..,,
60000040:,000c04a8,....,,
60000040:,000c119c,....,,
60000040:,000bf130,0...,,
60000040:,000c0f84,....,,
60000040:,000becb8,....,,
60000040:,000c3030,00..,,
60000040:,000c3ac4,.:..,,
