addr,x,y,null,null.1
60000098:,0003b634,003ae9d8,4.....:.,
60000098:,0003b634,003ae9d8,4.....:.,
60000098:,0003b99c,003ae9d4,......:.,
60000098:,0003b99c,003ae9d4,......:.,
60000098:,0003b874,003aed08,t.....:.,
60000098:,0003b874,003aed08,t.....:.,
60000098:,0003babc,003aef8c,......:.,
60000098:,0003babc,003aef8c,......:.,
60000098:,0003bd04,003af210,......:.,
60000098:,0003bf4c,003af494,L.....:.,
60000098:,0003bf4c,003af494,L.....:.,
60000098:,0003bd40,003af1d8,@.....:.,
60000098:,0003bde8,003aee80,......:.,
60000098:,0003bde8,003aee80,......:.,
60000098:,0003bfc8,003aeba8,......:.,
60000098:,0003bea0,003aeedc,......:.,
60000098:,0003bdcc,003af228,....(.:.,
60000098:,0003bdcc,003af228,....(.:.,
60000098:,0003be74,003aeed0,t.....:.,
60000098:,0003c1a8,003aeff4,......:.,
60000098:,0003c1a8,003aeff4,......:.,
60000098:,0003c2a0,003aecb0,......:.,
60000098:,0003c4c4,003aea0c,......:.,
60000098:,0003c610,003ae6e4,......:.,
60000098:,0003c610,003ae6e4,......:.,
60000098:,0003c964,003ae634,d...4.:.,
60000098:,0003cb48,003ae908,H.....:.,
60000098:,0003cb48,003ae908,H.....:.,
60000098:,0003cea8,003ae95c,....\.:.,
60000098:,0003cdd0,003ae60c,......:.,
60000098:,0003cdd0,003ae60c,......:.,
60000098:,0003cdd0,003ae60c,......:.,
60000098:,0003d0bc,003ae7c8,......:.,
60000098:,0003d0bc,003ae7c8,......:.,
60000098:,0003d0bc,003ae7c8,......:.,
60000098:,0003d0e4,003ae460,....`.:.,
60000098:,0003d0e4,003ae460,....`.:.,
60000098:,0003d0e4,003ae460,....`.:.,
60000098:,0003ce5c,003ae6a8,\.....:.,
60000098:,0003cd34,003ae370,4...p.:.,
60000098:,0003cb98,003ae06c,....l.:.,
60000098:,0003cb98,003ae06c,....l.:.,
60000098:,0003caec,003add14,......:.,
60000098:,0003ca94,003ae074,....t.:.,
60000098:,0003ca94,003ae074,....t.:.,
60000098:,0003cb68,003ae3c0,h.....:.,
60000098:,0003ce38,003ae1d8,8.....:.,
60000098:,0003cc54,003ae4ac,T.....:.,
60000098:,0003cc54,003ae4ac,T.....:.,
60000098:,0003c91c,003ae5d0,......:.,
60000098:,0003cb80,003ae364,....d.:.,
60000098:,0003cb80,003ae364,....d.:.,
60000098:,0003cb80,003ae6cc,......:.,
60000098:,0003cedc,003ae748,....H.:.,
60000098:,0003cedc,003ae748,....H.:.,
60000098:,0003d000,003aea7c,....|.:.,
60000098:,0003ccd8,003aebc8,......:.,
60000098:,0003ce94,003ae8d8,......:.,
60000098:,0003ce94,003ae8d8,......:.,
60000098:,0003d118,003ae68c,......:.,
60000098:,0003d264,003ae364,d...d.:.,
60000098:,0003d264,003ae364,d...d.:.,
60000098:,0003d264,003ae364,d...d.:.,
60000098:,0003cf04,003ae2e4,......:.,
60000098:,0003cf04,003ae2e4,......:.,
60000098:,0003cf04,003ae2e4,......:.,
60000098:,0003d1a4,003ae0b8,......:.,
60000098:,0003d1a4,003ae0b8,......:.,
60000098:,0003d29c,003add74,....t.:.,
60000098:,0003d29c,003add74,....t.:.,
60000098:,0003d47c,003ada9c,|.....:.,
60000098:,0003d270,003ad7e0,p.....:.,
60000098:,0003d3e0,003ad4c8,......:.,
60000098:,0003d3e0,003ad4c8,......:.,
60000098:,0003d120,003ad2c0,.....:.,
60000098:,0003d0f4,003ad624,....$.:.,
60000098:,0003d0f4,003ad624,....$.:.,
60000098:,0003ce04,003ad464,....d.:.,
60000098:,0003cf74,003ad14c,t...L.:.,
60000098:,0003d01c,003acdf4,......:.,
60000098:,0003d01c,003acdf4,......:.,
60000098:,0003d37c,003ace48,|...H.:.,
60000098:,0003d424,003ad19c,$.....:.,
60000098:,0003d424,003ad19c,$.....:.,
60000098:,0003d120,003ad000,.....:.,
60000098:,0003d11c,003acc98,......:.,
60000098:,0003ced0,003aca10,......:.,
60000098:,0003ced0,003aca10,......:.,
60000098:,0003d230,003ac9b4,0.....:.,
60000098:,0003d518,003ac7f0,......:.,
60000098:,0003d518,003ac7f0,......:.,
60000098:,0003d87c,003ac7c0,|.....:.,
60000098:,0003d87c,003ac7c0,|.....:.,
60000098:,0003db34,003ac5b4,4.....:.,
60000098:,0003db34,003ac5b4,4.....:.,
60000098:,0003db34,003ac5b4,4.....:.,
60000098:,0003db34,003ac5b4,4.....:.,
60000098:,0003d90c,003ac854,....T.:.,
60000098:,0003d90c,003ac854,....T.:.,
60000098:,0003dc30,003ac9a0,0.....:.,
60000098:,0003df84,003ac8f0,......:.,
60000098:,0003df84,003ac8f0,......:.,
60000098:,0003e1cc,003ac668,....h.:.,
60000098:,0003e534,003ac664,4...d.:.,
60000098:,0003e534,003ac664,4...d.:.,
60000098:,0003e290,003ac438,....8.:.,
60000098:,0003e044,003ac6bc,D.....:.,
60000098:,0003e1dc,003ac3b8,......:.,
60000098:,0003e1dc,003ac3b8,......:.,
60000098:,0003e3bc,003ac0e0,......:.,
60000098:,0003e364,003abd7c,d...|.:.,
60000098:,0003e364,003abd7c,d...|.:.,
60000098:,0003e438,003ac0c8,8.....:.,
60000098:,0003e4e0,003abd70,....p.:.,
60000098:,0003e320,003ac05c,...\.:.,
60000098:,0003e320,003ac05c,...\.:.,
60000098:,0003e608,003abe98,......:.,
60000098:,0003e6dc,003ac1e4,......:.,
60000098:,0003e6dc,003ac1e4,......:.,
60000098:,0003e97c,003ac40c,|.....:.,
60000098:,0003eaa0,003ac740,....@.:.,
